model,data_sample,file_name,original_mse,compression_ratio,transformed_mse,training_time,lr,in_features,hidden_features,hidden_layers,out_features,device,max_iters,outermost_linear
SIREN,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1200.696577978581,336.5279366476023,0.0203932486474514,5.669609785079956,0.001,3,32,3,1,cuda,2000,True
SIREN,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1089.3692935805723,336.5279366476023,0.019918547943234444,5.674479246139526,0.001,3,32,3,1,cuda,2000,True
SIREN,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1085.8154270728749,336.5279366476023,0.020570999011397362,5.690656423568726,0.001,3,32,3,1,cuda,2000,True
SIREN,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1346.499007749749,336.5279366476023,0.02178625389933586,5.701587200164795,0.001,3,32,3,1,cuda,2000,False
SIREN,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,2278.558346667922,336.5279366476023,0.03138251230120659,5.702317476272583,0.001,3,32,3,1,cuda,2000,False
SIREN,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1470.8931258889725,336.5279366476023,0.023640187457203865,5.701562166213989,0.001,3,32,3,1,cuda,2000,False
SIREN,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1254.0382349711344,336.5279366476023,0.02624623477458954,5.705580234527588,0.001,3,32,3,1,cuda,2000,False
SIREN,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1223.3098173945782,336.5279366476023,0.022787420079112053,5.703917503356934,0.001,3,32,3,1,cuda,2000,False
SIREN,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1266.8413484667838,229.77711024331632,0.020553376525640488,0.38182497024536133,0.001,3,32,4,1,cuda,100,True
SIREN,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1560.334241915579,229.77711024331632,0.02326195500791073,0.3819458484649658,0.001,3,32,4,1,cuda,100,True
SIREN,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1310.363934906292,229.77711024331632,0.02187602035701275,0.3823208808898926,0.001,3,32,4,1,cuda,100,True
SIREN,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1234.6906127112618,229.77711024331632,0.02212139032781124,0.38337111473083496,0.001,3,32,4,1,cuda,100,True
SIREN,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1232.7649138219545,229.77711024331632,0.023154104128479958,0.383681058883667,0.001,3,32,4,1,cuda,100,True
SIREN,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1553.0023466260877,229.77711024331632,0.025868238881230354,0.3928556442260742,0.001,3,32,4,1,cuda,100,False
SIREN,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1918.372045473561,229.77711024331632,0.04232264310121536,0.3836667537689209,0.001,3,32,4,1,cuda,100,False
SIREN,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1509.9901284826808,229.77711024331632,0.025575364008545876,0.3840911388397217,0.001,3,32,4,1,cuda,100,False
SIREN,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1447.2565430994812,229.77711024331632,0.03479165956377983,0.38327813148498535,0.001,3,32,4,1,cuda,100,False
SIREN,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,2912.178758000753,229.77711024331632,0.05013317987322807,0.3834371566772461,0.001,3,32,4,1,cuda,100,False
SIREN,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1191.216507958919,229.77711024331632,0.019079599529504776,1.888972282409668,0.001,3,32,4,1,cuda,500,True
SIREN,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1385.7017196389725,229.77711024331632,0.020759906619787216,1.8879284858703613,0.001,3,32,4,1,cuda,500,True
SIREN,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1116.4515536102745,229.77711024331632,0.018933920189738274,1.8899023532867432,0.001,3,32,4,1,cuda,500,True
SIREN,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1000.0340803317437,229.77711024331632,0.017995085567235947,1.8878190517425537,0.001,3,32,4,1,cuda,500,True
SIREN,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1001.0393592599565,229.77711024331632,0.01928040385246277,1.8870022296905518,0.001,3,32,4,1,cuda,500,True
SIREN,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1439.1649004873661,229.77711024331632,0.02333591692149639,1.8982422351837158,0.001,3,32,4,1,cuda,500,False
SIREN,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1682.3023225715363,229.77711024331632,0.025522684678435326,1.8981683254241943,0.001,3,32,4,1,cuda,500,False
SIREN,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1741.3602992699966,229.77711024331632,0.02668296918272972,1.896164894104004,0.001,3,32,4,1,cuda,500,False
