model,data_sample,file_name,original_mse,compression_ratio,transformed_mse,training_time,lr,hidden_features,hidden_layers,sample_fraction,max_iters,outermost_linear,first_omega_zero,hidden_omega_zero,original_psnr
SIREN,50,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_3.npy,390.6106156396419,22.721758502896183,0.0088642621412873,5.937101125717163,0.001,128,3,0.2,2000,True,100,45,34.28007506817122
SIREN,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,278.89985201221555,22.721758502896183,0.0062124873511493,8.047737121582031,0.001,128,3,0.3,2000,True,100,45,35.74303264943117
SIREN,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,385.2331735797356,22.721758502896183,0.0085287671536207,8.059073686599731,0.001,128,3,0.3,2000,True,100,45,34.340278703086554
SIREN,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,297.70521670013386,22.721758502896183,0.0072415387257933,8.056406497955322,0.001,128,3,0.3,2000,True,100,45,35.459651038945275
SIREN,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,268.88542581785475,22.721758502896183,0.0064444574527442,8.061642169952393,0.001,128,3,0.3,2000,True,100,45,35.90184285623063
SIREN,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,297.0476816118641,22.721758502896183,0.007338622584939,8.054848909378052,0.001,128,3,0.3,2000,True,100,45,35.4692538160868
SIREN,6,outer/12-2_5-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,410.0671422669846,22.721758502896183,0.0094365319237113,8.055877208709717,0.001,128,3,0.3,2000,True,100,45,34.06896577099282
SIREN,7,outer/12-2_6-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,308.90809461805554,22.721758502896183,0.0071188174188137,8.05831265449524,0.001,128,3,0.3,2000,True,100,45,35.299222600775046
SIREN,8,outer/12-2_7-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,371.6166828773427,22.721758502896183,0.0089586228132247,8.057111024856567,0.001,128,3,0.3,2000,True,100,45,34.4965634635469
SIREN,9,outer/12-2_8-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,353.5079236215696,22.721758502896183,0.0079624913632869,8.05276870727539,0.001,128,3,0.3,2000,True,100,45,34.71352396131885
SIREN,10,outer/12-2_9-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,458.5563935429217,22.721758502896183,0.0103552853688597,8.061280250549316,0.001,128,3,0.3,2000,True,100,45,33.58358795678257
