model,data_sample,file_name,original_mse,compression_ratio,transformed_mse,training_time,lr,hidden_features,hidden_layers,max_iters,outermost_linear,original_psnr
AlternatingModel,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,4186.95768882823,22.721758502896183,0.0953603461384773,11.595139026641846,0.001,128,3,1000,False,23.97852976603175
AlternatingModel,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,29974.301785266063,22.721758502896183,0.5305444002151489,11.592379331588743,0.001,128,3,1000,False,15.430024732376644
AlternatingModel,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,39160.69570207915,22.721758502896183,0.4804299473762512,11.59308695793152,0.001,128,3,1000,False,14.269011501893551
AlternatingModel,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,28903.34862889056,22.721758502896183,0.5313793420791626,11.5968177318573,0.001,128,3,1000,False,15.588033874360917
AlternatingModel,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,687.5446525686077,22.721758502896183,0.0116578759625554,23.146437644958496,0.001,128,3,2000,True,31.82450640105637
AlternatingModel,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,796.732773542085,22.721758502896183,0.0131793599575757,23.15099191665649,0.001,128,3,2000,True,31.184388665635762
AlternatingModel,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,654.6187209776606,22.721758502896183,0.0109885772690176,23.149002075195312,0.001,128,3,2000,True,32.03763127536878
AlternatingModel,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,542.9155842118474,22.721758502896183,0.0102814892306923,23.146394729614254,0.001,128,3,2000,True,32.85019240653369
AlternatingModel,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,569.4913638930723,22.721758502896183,0.0111490376293659,23.147764205932617,0.001,128,3,2000,True,32.64264406202756
AlternatingModel,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,7598.297733904367,22.721758502896183,0.1480134129524231,23.18139672279358,0.001,128,3,2000,False,21.390352416939052
AlternatingModel,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,30178.308627740127,22.721758502896183,0.5051084756851196,23.181326866149902,0.001,128,3,2000,False,15.400566530963495
