model,data_sample,file_name,original_mse,compression_ratio,transformed_mse,training_time,lr,hidden_features,hidden_layers,max_iters,outermost_linear,first_omega_zero,hidden_omega_zero,original_psnr
SIREN,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,297.6957295327142,22.721758502896183,0.0059140957891941,20.25265336036682,0.001,128,3,2000,True,60,30,35.45978944062185
SIREN,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,257.4315687228079,22.721758502896183,0.0051458394154906,20.25334358215332,0.001,128,3,2000,True,60,30,36.09089745587033
SIREN,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,290.40148353831995,22.721758502896183,0.0045456881634891,20.2544629573822,0.001,128,3,2000,True,60,45,35.56752718106594
SIREN,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,441.90042592243975,22.721758502896183,0.0073325731791555,20.25383758544922,0.001,128,3,2000,True,60,45,33.744271286130875
SIREN,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,320.05692300451807,22.721758502896183,0.0059313573874533,20.254700660705566,0.001,128,3,2000,True,60,45,35.14524323108917
SIREN,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,292.6660796833166,22.721758502896183,0.0057752346619963,20.256306648254395,0.001,128,3,2000,True,60,45,35.53379158618983
SIREN,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,332.21940365629183,22.721758502896183,0.0065429410897195,20.254950761795044,0.001,128,3,2000,True,60,45,34.98326554442322
SIREN,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,301.54819800033465,22.721758502896183,0.004278581123799,20.25494909286499,0.001,128,3,2000,True,60,60,35.403948112207694
SIREN,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,376.939468812751,22.721758502896183,0.0064986799843609,20.25362634658813,0.001,128,3,2000,True,60,60,34.43479934559342
SIREN,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,295.9446013219545,22.721758502896183,0.0044624195434153,20.253481149673465,0.001,128,3,2000,True,60,60,35.48541126869996
SIREN,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,259.8512775058568,22.721758502896183,0.0043169194832444,20.25442743301392,0.001,128,3,2000,True,60,60,36.050266924826374
SIREN,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,260.1836198962517,22.721758502896183,0.0051928227767348,20.253129959106445,0.001,128,3,2000,True,60,60,36.04471597097225
SIREN,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,333.4695579191767,22.721758502896183,0.0056668673641979,20.253369092941284,0.001,128,3,2000,True,60,80,34.96695354985762
SIREN,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,499.9310810952142,22.721758502896183,0.0050111459568142,20.253502368927,0.001,128,3,2000,True,60,80,33.208414107571826
SIREN,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,318.7507425535475,22.721758502896183,0.0048601040616631,20.25451636314392,0.001,128,3,2000,True,60,80,35.16300343602623
SIREN,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,278.91183353204485,22.721758502896183,0.0047410116530954,20.2540602684021,0.001,128,3,2000,True,60,80,35.742846080806586
SIREN,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,303.2179420808233,22.721758502896183,0.0057229655794799,20.25381636619568,0.001,128,3,2000,True,60,80,35.37996652875176
SIREN,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,588.4887401167168,22.721758502896183,0.0079089356586337,20.25174045562744,0.001,128,3,2000,True,60,100,32.50013391106683
